livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,baseRent
2,50.0,2,2.0,5.0,1994.0,4,1,200.0
3,77.18,3,3.0,2.0,1964.0,10,1,578.85
3,74.57,2,2.0,2.0,1955.0,8,0,566.73
4,90.73,3,3.0,4.0,1981.0,4,1,540.0
2,57.0,2,2.0,1.0,1900.0,4,0,280.0
2,42.0,1,1.0,7.0,2010.0,8,0,280.0
2,50.02,3,3.0,7.0,2010.0,1,0,266.0
4,84.12,3,3.0,3.0,1971.0,7,0,650.0
3,62.0,2,2.0,1.0,1930.0,1,1,399.0
1,34.0,1,1.0,4.0,1986.0,4,1,180.0
3,73.4,2,2.0,9.0,2017.0,13,1,1190.0
3,70.0,2,2.0,3.0,1973.0,8,0,550.0
3,61.4,3,3.0,3.0,1979.0,8,1,450.0
6,133.71,3,3.0,1.0,1900.0,15,1,1263.43
5,101.64,4,4.0,9.0,2018.0,4,1,1155.0
2,49.6,2,2.0,3.0,1976.0,4,0,233.0
2,55.0,2,2.5,1.0,1930.0,8,1,505.0
5,120.0,4,4.0,1.0,1935.0,16,1,1400.0
7,159.0,4,4.0,1.0,1906.0,4,1,1350.0
7,205.0,4,4.0,1.0,1900.0,8,1,3075.0
7,159.4,4,4.0,6.0,2004.0,15,1,2194.94
4,83.0,3,3.0,2.0,1957.0,1,1,500.0
4,86.0,3,3.0,1.0,1915.0,1,0,600.0
3,67.08,4,4.0,2.0,1954.0,8,0,450.0
4,88.16,3,3.0,4.0,1984.0,15,1,779.0
5,102.0,2,2.0,8.0,2015.0,14,0,1090.0
2,50.0,2,2.0,9.0,2017.0,14,0,780.0
3,62.0,2,2.0,5.0,1996.0,11,0,500.0
2,56.8,3,3.0,1.0,1920.0,4,0,299.0
2,60.0,3,3.0,8.0,2014.0,10,0,530.0
4,85.0,3,3.0,1.0,1930.0,8,0,560.0
2,56.07,2,2.0,1.0,1938.0,4,0,250.0
4,82.0,3,3.0,5.0,1999.0,10,1,690.0
1,25.6,1,1.0,8.0,2013.0,2,1,465.04
3,70.0,2,2.0,5.0,2000.0,1,0,370.0
2,59.0,2,2.0,2.0,1970.0,4,0,345.0
3,71.2,2,2.0,5.0,1996.0,1,0,420.0
3,74.0,3,3.0,4.0,1984.0,12,0,520.0
3,80.4,3,3.0,3.0,1972.0,4,1,485.0
3,75.0,3,3.0,8.0,2013.0,16,1,1650.0
3,79.0,3,3.0,3.0,1974.0,7,1,620.0
2,53.0,2,2.0,2.0,1961.0,16,1,839.0
3,71.8,3,3.0,1.0,1900.0,4,1,513.37
3,64.98,2,2.0,3.0,1976.0,9,1,422.37
5,107.0,4,4.5,3.0,1974.0,12,0,1140.0
4,85.29,4,4.0,2.0,1963.0,8,1,520.0
2,50.0,1,1.0,1.0,1910.0,8,0,250.0
1,30.0,1,1.0,4.0,1990.0,14,0,300.0
3,79.67,3,3.0,3.0,1975.0,14,1,971.97
2,58.97,2,2.0,5.0,1994.0,4,1,393.0
3,69.92,3,3.0,2.0,1961.0,7,1,524.4
3,70.0,2,2.0,1.0,1911.0,15,1,920.0
5,110.0,4,4.0,1.0,1890.0,13,1,2500.0
2,51.91,2,2.0,1.0,1910.0,4,1,390.0
2,45.0,2,2.0,5.0,1992.0,7,0,450.0
4,94.0,3,3.0,5.0,1993.0,14,0,660.0
4,84.0,4,4.0,1.0,1923.0,8,1,471.0
2,51.0,2,2.5,1.0,1940.0,8,1,290.0
2,55.2,2,2.0,1.0,1905.0,4,1,250.0
1,32.58,1,1.0,3.0,1975.0,4,0,178.86
2,56.0,2,2.0,2.0,1953.0,8,1,500.0
3,61.0,2,2.0,5.0,1995.0,13,0,580.0
5,102.24,4,4.0,1.0,1900.0,4,1,790.52
3,74.58,3,3.0,3.0,1973.0,9,1,432.56
5,108.0,5,5.0,4.0,1988.0,12,0,1380.0
3,80.0,3,3.0,3.0,1972.0,8,1,720.0
3,77.0,3,3.0,8.0,2014.0,14,0,690.0
3,75.0,3,3.0,1.0,1900.0,4,1,259.0
3,68.18,2,2.5,1.0,1920.0,1,1,449.0
1,29.0,1,1.0,5.0,1997.0,1,1,227.5
3,71.0,2,2.5,1.0,1885.0,2,0,390.0
3,72.0,3,3.5,2.0,1968.0,8,1,499.0
3,65.19,2,2.0,1.0,1936.0,5,0,424.0
3,71.0,2,2.0,5.0,1995.0,8,1,365.0
1,24.62,1,1.0,7.0,2006.0,3,0,210.0
3,70.0,3,3.0,1.0,1880.0,2,1,550.0
7,158.5,5,5.0,3.0,1980.0,14,0,1800.0
2,42.68,2,2.0,1.0,1935.0,10,1,380.0
2,48.64,2,2.0,4.0,1984.0,1,0,249.0
2,48.0,2,2.0,3.0,1979.0,4,1,279.68
5,108.0,3,3.0,9.0,2018.0,8,1,1050.0
5,110.4,4,4.0,1.0,1900.0,4,1,773.0
3,72.0,4,4.0,4.0,1988.0,3,0,396.0
3,78.9,3,3.0,5.0,1996.0,4,1,473.0
2,56.87,3,3.0,1.0,1923.0,14,1,507.56
2,50.0,2,2.0,2.0,1961.0,8,1,425.0
4,81.0,2,2.0,2.0,1969.0,12,1,2000.0
4,84.0,3,3.0,4.0,1984.0,14,0,800.0
2,45.35,2,2.0,5.0,1998.0,4,1,294.78
3,62.63,2,2.0,5.0,1996.0,4,1,360.0
2,60.0,2,2.0,4.0,1987.0,12,1,1000.0
3,61.0,2,2.0,9.0,2020.0,11,0,580.0
3,80.0,3,3.0,1.0,1898.0,15,1,1200.0
2,50.62,2,2.0,3.0,1974.0,2,1,285.0
1,26.29,5,5.0,1.0,1913.0,1,1,211.0
3,64.1,3,3.0,1.0,1929.0,4,1,462.0
3,65.63,4,4.0,1.0,1910.0,2,0,360.96
4,94.0,4,4.0,1.0,1874.0,4,0,385.0
4,81.5,3,3.0,1.0,1900.0,13,1,600.0
4,90.0,3,3.0,1.0,1949.0,13,1,1100.0
6,150.0,5,5.0,1.0,1928.0,15,1,1900.0
7,225.0,5,6.0,1.0,1924.0,13,1,3200.0
4,90.0,3,3.0,5.0,1991.0,14,1,1350.0
3,66.09,2,2.0,1.0,1929.0,4,1,330.45
3,70.0,2,2.5,1.0,1905.0,1,1,399.0
2,58.61,3,3.5,2.0,1957.0,8,0,335.0
3,68.8,3,3.0,2.0,1968.0,13,0,792.0
2,60.5,3,3.0,2.0,1960.0,8,1,420.0
2,56.66,3,3.0,1.0,1938.0,8,1,441.0
2,45.0,2,2.0,1.0,1903.0,5,0,360.0
3,71.5,3,3.0,9.0,2016.0,5,1,755.0
1,36.5,1,1.0,4.0,1981.0,15,1,271.91
3,68.73,3,3.0,2.0,1951.0,11,1,898.84
3,71.76,3,3.0,1.0,1932.0,5,0,579.0
2,58.0,2,2.0,1.0,1903.0,1,0,300.0
1,33.0,1,1.0,1.0,1920.0,8,1,595.0
3,66.2,3,3.0,6.0,2005.0,7,1,522.98
2,43.0,2,2.0,1.0,1895.0,4,1,198.0
4,82.76,3,3.0,9.0,2019.0,12,0,1130.0
2,60.0,2,2.0,3.0,1973.0,12,0,420.0
5,109.56,3,3.0,9.0,2018.0,14,1,2050.0
2,54.0,2,2.0,5.0,1997.0,8,0,390.0
3,66.82,2,2.0,8.0,2015.0,15,1,2505.75
3,69.0,3,3.0,2.0,1961.0,7,0,500.0
2,58.33,2,2.0,1.0,1926.0,15,1,414.14
4,95.81,4,4.0,1.0,1905.0,4,1,680.0
2,59.96,3,3.0,4.0,1989.0,3,0,266.0
4,95.0,4,4.0,9.0,2019.0,13,1,1695.0
1,39.86,2,2.0,2.0,1965.0,1,0,260.0
4,89.77,4,4.0,9.0,2019.0,13,1,1009.51
3,80.0,2,2.5,9.0,2019.0,12,0,1450.0
4,84.0,3,3.0,1.0,1907.0,14,1,2490.0
1,35.0,1,1.0,2.0,1970.0,13,1,950.0
1,33.5,1,1.0,2.0,1969.0,16,1,340.0
4,96.0,3,3.5,3.0,1974.0,8,0,630.0
3,78.0,3,3.0,5.0,1993.0,12,0,580.0
2,49.0,1,1.0,1.0,1905.0,8,1,665.0
2,58.0,2,2.0,5.0,1997.0,13,0,580.0
2,57.0,2,2.0,5.0,1995.0,1,1,285.0
2,51.0,2,2.0,1.0,1899.0,4,0,325.0
2,59.0,2,2.0,8.0,2014.0,11,1,590.0
7,154.0,4,4.0,8.0,2011.0,14,0,1935.0
5,111.0,3,3.0,1.0,1914.0,15,1,1550.0
6,123.0,2,2.0,1.0,1950.0,13,0,1168.5
1,32.2,1,1.0,1.0,1900.0,15,1,741.0
3,76.46,4,4.0,1.0,1900.0,4,0,350.0
2,47.75,2,2.0,4.0,1987.0,4,0,215.0
7,164.0,5,5.0,8.0,2012.0,12,1,1900.0
1,16.0,1,1.0,2.0,1957.0,7,1,200.0
3,79.0,2,2.0,9.0,2017.0,8,1,710.0
2,50.0,3,3.0,1.0,1947.0,8,0,325.0
1,19.0,1,1.0,5.0,1993.0,7,1,285.0
1,27.0,1,1.0,5.0,1998.0,5,0,330.0
1,33.66,1,1.0,9.0,2018.0,8,1,630.0
5,110.75,3,3.0,4.0,1990.0,15,1,1787.0
5,110.0,4,4.0,1.0,1900.0,5,0,1099.0
3,70.0,3,3.0,2.0,1967.0,7,0,350.0
2,58.31,2,2.0,5.0,1994.0,12,0,470.0
6,128.15,4,4.0,9.0,2017.0,8,1,1538.0
3,66.0,2,2.0,5.0,1992.0,1,0,385.0
5,104.4,3,3.0,1.0,1886.0,15,1,1890.0
3,66.32,3,3.0,3.0,1980.0,1,0,334.25
3,65.19,3,3.5,2.0,1965.0,8,1,404.18
4,82.2,3,3.0,2.0,1956.0,10,0,570.0
1,40.0,1,1.0,3.0,1973.0,8,1,280.0
4,90.0,4,4.0,2.0,1960.0,11,0,560.0
3,78.3,3,3.0,8.0,2012.0,8,1,862.0
6,145.0,5,8.0,2.0,1969.0,8,1,1630.0
3,61.2,3,3.0,1.0,1930.0,4,1,285.0
6,127.0,3,3.0,7.0,2010.0,7,0,1150.0
4,85.32,3,3.0,5.0,1996.0,4,1,680.0
3,69.21,3,3.0,5.0,2000.0,7,0,555.0
4,83.95,3,3.0,5.0,1998.0,5,0,465.0
2,49.46,2,2.0,2.0,1957.0,4,0,205.75
5,110.0,4,4.0,9.0,2019.0,8,0,1200.0
1,39.54,2,2.0,2.0,1954.0,8,0,253.06
3,74.94,3,3.0,1.0,1936.0,1,0,428.0
6,149.43,4,4.0,1.0,1898.0,15,1,3138.0
2,56.0,2,2.0,1.0,1923.0,4,0,308.0
3,61.1,2,2.5,3.0,1980.0,8,1,295.65
1,25.2,1,1.0,4.0,1984.0,14,0,300.0
5,110.16,4,4.0,9.0,2019.0,16,1,1980.0
5,120.0,3,3.0,8.0,2015.0,13,1,720.0
5,118.4,4,4.0,9.0,2019.0,13,1,2250.0
4,95.0,4,4.0,1.0,1921.0,11,1,950.0
3,66.2,2,2.0,9.0,2017.0,8,1,900.0
4,90.0,3,3.0,8.0,2014.0,13,1,1250.0
5,101.0,4,4.0,9.0,2020.0,14,0,1350.0
4,92.0,3,3.0,5.0,1991.0,14,0,1140.0
3,65.5,2,2.0,5.0,1994.0,11,0,480.0
2,51.0,2,2.0,5.0,1995.0,4,0,360.0
3,67.0,2,2.0,9.0,2018.0,7,0,740.0
6,126.86,4,4.0,9.0,2018.0,13,1,1633.89
4,86.5,3,3.0,3.0,1972.0,13,0,1030.0
5,117.0,3,3.5,6.0,2002.0,5,0,1260.0
3,61.0,2,2.0,2.0,1954.0,14,0,650.0
3,69.39,3,3.0,2.0,1956.0,4,0,329.0
3,80.0,3,3.0,5.0,2000.0,8,1,790.0
1,17.0,1,1.0,3.0,1971.0,12,0,450.0
3,66.89,3,3.0,2.0,1960.0,4,1,361.0
2,50.0,2,2.0,1.0,1934.0,4,1,271.0
3,72.0,2,2.0,5.0,1995.0,5,0,576.0
7,310.0,5,5.0,7.0,2010.0,15,1,5300.0
2,55.0,2,2.0,3.0,1974.0,12,0,400.0
3,67.0,3,3.0,4.0,1983.0,5,0,390.0
2,59.51,2,2.0,1.0,1900.0,4,0,299.0
3,70.0,4,4.0,4.0,1988.0,2,0,335.0
3,75.86,3,3.0,1.0,1950.0,9,1,699.0
2,45.0,2,2.0,3.0,1979.0,8,1,545.0
4,91.22,4,4.0,2.0,1962.0,14,0,1250.0
3,69.0,3,3.0,2.0,1969.0,16,1,860.0
2,50.0,2,2.0,2.0,1967.0,7,0,380.0
2,45.01,1,1.0,1.0,1900.0,4,1,310.0
2,58.74,2,2.0,1.0,1909.0,4,0,377.0
2,56.14,2,2.5,5.0,1995.0,12,0,750.0
3,61.0,2,2.0,4.0,1984.0,4,1,354.0
1,37.0,1,1.0,1.0,1740.0,5,1,634.61
3,72.9,2,2.0,8.0,2011.0,4,1,416.0
3,69.0,3,3.0,9.0,2018.0,4,1,470.0
4,92.66,3,3.0,2.0,1954.0,4,1,694.95
2,59.0,3,3.0,3.0,1978.0,3,0,345.0
5,111.37,3,3.0,9.0,2017.0,15,1,1780.0
4,85.0,3,3.5,6.0,2002.0,8,1,527.0
2,56.78,3,3.0,3.0,1977.0,1,0,272.54
1,35.0,1,1.0,3.0,1972.0,10,0,778.0
3,70.0,3,3.0,4.0,1984.0,4,1,350.0
3,75.0,3,3.0,1.0,1913.0,5,0,560.0
3,75.0,2,2.0,1.0,1900.0,14,1,1840.0
3,75.0,2,2.0,1.0,1920.0,10,0,450.0
3,77.0,3,3.0,1.0,1904.0,1,0,425.0
5,115.0,4,4.5,2.0,1953.0,8,1,775.0
3,61.3,2,2.0,9.0,2019.0,10,0,645.0
1,36.86,2,2.0,5.0,1991.0,14,0,280.0
1,32.0,1,1.0,3.0,1972.0,12,0,330.0
2,50.0,2,2.0,9.0,2018.0,11,0,478.32
1,37.78,1,1.0,4.0,1985.0,1,0,223.94
4,90.0,4,4.0,1.0,1905.0,14,0,640.0
2,58.9,3,3.0,4.0,1986.0,4,1,350.0
3,70.0,3,3.0,2.0,1960.0,14,1,750.0
2,49.87,2,2.0,4.0,1982.0,15,1,340.11
3,76.67,3,3.0,1.0,1910.0,1,0,422.0
3,65.27,2,2.0,1.0,1900.0,15,1,1044.32
2,58.6,3,3.0,2.0,1955.0,2,0,293.0
3,68.0,3,3.0,2.0,1968.0,7,0,515.0
4,86.0,4,4.0,2.0,1966.0,14,1,1800.0
3,76.0,2,2.0,9.0,2020.0,12,0,912.0
3,78.0,3,3.0,3.0,1977.0,8,1,599.0
3,74.0,2,2.5,3.0,1973.0,8,1,995.0
4,83.0,4,4.5,1.0,1915.0,8,1,415.0
3,63.73,3,3.0,2.0,1957.0,8,0,528.96
1,19.65,1,1.0,9.0,2017.0,4,1,290.0
3,63.0,2,2.0,1.0,1890.0,4,0,315.0
2,60.0,2,2.0,3.0,1971.0,8,1,665.0
3,61.24,3,3.0,2.0,1965.0,4,1,490.0
3,73.0,3,3.0,2.0,1965.0,13,1,840.0
3,72.15,3,3.5,2.0,1958.0,10,0,506.0
2,55.0,2,2.5,8.0,2015.0,8,0,506.0
2,50.0,2,2.0,5.0,1997.0,14,0,510.0
2,55.0,2,2.0,2.0,1958.0,8,1,935.0
3,76.24,2,2.0,9.0,2017.0,16,1,1160.0
4,86.0,2,2.0,9.0,2018.0,11,0,819.0
2,60.0,2,2.0,1.0,1928.0,4,1,420.0
2,55.0,2,2.0,1.0,1930.0,12,1,1755.0
1,34.7,1,1.0,5.0,1997.0,4,1,240.0
2,58.15,2,2.5,3.0,1974.0,5,0,459.39
5,105.0,3,3.0,1.0,1900.0,12,1,1290.0
2,42.0,2,2.0,4.0,1985.0,4,0,210.0
1,35.48,1,1.0,2.0,1956.0,14,1,364.02
2,58.0,2,2.0,1.0,1935.0,12,0,450.0
1,40.0,2,2.0,2.0,1963.0,8,0,250.0
3,67.39,3,3.0,8.0,2014.0,16,1,792.0
7,192.49,4,4.0,9.0,2019.0,5,0,1190.0
6,140.0,4,4.0,9.0,2017.0,8,0,1350.0
2,57.58,2,2.0,1.0,1914.0,4,1,461.0
2,52.19,2,2.0,9.0,2019.0,13,1,1180.0
4,88.0,4,4.0,5.0,1996.0,11,0,690.0
3,64.8,2,2.5,1.0,1908.0,10,0,723.29
2,53.56,2,2.0,1.0,1930.0,4,1,428.0
2,55.64,2,2.0,5.0,1995.0,4,1,500.0
2,55.85,2,2.0,1.0,1900.0,4,1,293.0
3,66.0,2,2.5,5.0,2000.0,15,1,1100.0
2,45.0,2,2.0,1.0,1910.0,8,0,315.0
4,95.0,2,2.0,8.0,2015.0,7,0,874.0
3,67.36,3,3.0,4.0,1985.0,16,1,774.64
1,30.0,1,1.0,3.0,1975.0,8,1,300.0
5,109.0,4,4.0,9.0,2018.0,8,1,1938.0
1,39.77,1,1.0,5.0,1995.0,8,0,360.0
2,53.35,2,2.0,2.0,1953.0,7,0,288.0
3,65.27,3,3.0,2.0,1958.0,4,0,287.0
3,69.0,3,3.0,2.0,1953.0,8,0,420.0
3,75.0,4,4.0,1.0,1910.0,10,0,465.0
4,95.0,2,2.0,1.0,1936.0,3,0,712.5
2,44.0,2,2.0,1.0,1814.0,4,0,220.0
5,108.15,4,4.0,5.0,1994.0,7,0,531.77
3,70.0,2,2.0,3.0,1972.0,15,1,610.0
3,72.0,4,4.0,1.0,1936.0,1,0,380.0
3,63.0,3,3.0,2.0,1964.0,7,0,500.0
3,61.28,2,2.0,3.0,1974.0,14,1,766.0
5,102.07,4,4.5,3.0,1971.0,10,0,969.67
3,66.6,3,3.0,2.0,1952.0,8,1,650.0
3,75.0,2,2.0,1.0,1897.0,4,1,487.5
1,36.0,1,1.0,6.0,2002.0,4,0,195.0
4,93.39,3,3.0,9.0,2018.0,8,0,1119.0
4,100.0,2,2.5,8.0,2014.0,1,1,880.0
2,51.95,2,2.0,9.0,2020.0,8,0,440.0
2,56.98,3,3.0,4.0,1983.0,1,0,274.0
3,77.91,3,3.0,3.0,1971.0,4,1,468.0
3,80.0,3,3.0,2.0,1969.0,13,0,690.0
2,60.0,2,2.0,2.0,1967.0,8,0,510.0
4,94.0,3,3.5,4.0,1989.0,8,0,660.0
4,82.0,4,4.0,1.0,1910.0,14,1,1920.0
4,81.13,3,3.0,1.0,1900.0,5,0,570.0
1,33.13,1,1.0,2.0,1969.0,8,1,350.0
6,134.16,3,3.0,6.0,2002.0,4,0,1006.0
2,56.09,3,3.5,2.0,1967.0,8,1,295.0
3,64.7,2,2.0,1.0,1904.0,4,1,445.0
2,56.82,2,2.0,1.0,1908.0,4,0,250.0
6,134.0,4,4.0,3.0,1980.0,11,0,590.0
5,105.0,3,3.0,3.0,1979.0,12,1,2440.0
3,66.0,3,3.0,2.0,1958.0,8,1,350.0
3,78.58,3,3.0,5.0,1998.0,8,0,510.0
5,105.0,3,3.0,1.0,1898.0,14,1,2800.0
4,100.0,3,3.0,1.0,1900.0,14,0,900.0
2,50.5,2,2.0,1.0,1930.0,4,1,303.0
1,39.05,2,2.0,1.0,1884.0,1,0,280.0
2,50.0,2,2.0,1.0,1925.0,4,0,229.0
3,63.0,2,2.0,3.0,1974.0,12,1,890.0
5,105.0,5,5.0,1.0,1872.0,4,0,519.0
3,72.0,3,3.0,2.0,1970.0,9,1,453.6
1,40.23,2,2.0,4.0,1989.0,4,1,220.0
3,70.0,3,3.0,1.0,1930.0,8,0,497.0
4,83.8,3,3.0,9.0,2019.0,4,1,965.0
6,136.0,3,3.0,3.0,1974.0,8,1,1125.0
2,56.47,2,2.0,5.0,1997.0,5,0,423.53
2,58.52,2,2.0,2.0,1959.0,8,0,509.12
3,79.79,3,3.0,5.0,1996.0,5,0,482.73
3,71.36,3,3.0,3.0,1978.0,13,1,695.0
2,54.0,2,2.0,3.0,1973.0,8,1,390.0
1,32.35,1,1.0,5.0,1994.0,4,0,170.0
4,81.5,3,3.0,1.0,1929.0,1,1,513.45
4,90.0,2,2.0,1.0,1908.0,1,1,359.0
3,80.0,3,3.0,9.0,2019.0,11,0,820.0
2,53.73,2,2.0,9.0,2019.0,4,1,710.0
4,91.0,4,4.0,1.0,1910.0,4,0,450.0
5,103.0,3,3.0,5.0,1994.0,12,1,1400.0
3,77.46,4,4.0,3.0,1978.0,4,1,438.0
2,45.0,2,2.0,5.0,1996.0,4,1,450.0
3,64.5,3,3.0,1.0,1898.0,3,0,309.6
3,70.0,2,2.5,7.0,2006.0,8,0,525.0
4,81.0,3,3.0,8.0,2012.0,8,1,770.0
1,27.56,1,1.0,3.0,1977.0,3,1,190.0
3,75.21,2,2.0,9.0,2020.0,8,1,925.08
3,77.0,3,3.0,5.0,1994.0,10,0,440.0
1,32.74,1,1.0,4.0,1984.0,4,1,196.0
3,73.0,3,3.0,1.0,1893.0,4,0,299.0
3,72.0,3,3.0,2.0,1967.0,8,1,535.0
1,36.98,1,1.0,4.0,1988.0,2,0,200.0
3,80.0,3,3.0,4.0,1983.0,8,1,610.0
3,62.16,3,3.0,2.0,1958.0,13,1,459.73
3,64.0,2,2.0,5.0,1996.0,4,0,453.0
2,53.43,2,2.5,2.0,1957.0,8,1,350.0
2,54.25,3,3.0,1.0,1900.0,4,1,490.0
2,55.29,3,3.0,4.0,1985.0,16,1,714.25
2,53.58,2,2.0,2.0,1961.0,9,1,369.7
4,93.0,3,3.5,1.0,1905.0,15,1,837.0
4,100.0,3,3.0,2.0,1960.0,11,0,795.0
3,64.0,2,2.0,5.0,1995.0,4,1,530.0
2,52.0,2,2.0,2.0,1966.0,14,1,1280.0
4,85.0,3,3.0,6.0,2002.0,8,0,550.0
1,21.52,1,1.0,1.0,1937.0,5,0,206.0
2,60.0,2,2.0,1.0,1908.0,13,1,590.0
2,42.0,1,1.0,7.0,2009.0,10,0,243.42
2,45.53,2,2.0,9.0,2019.0,7,1,569.13
1,38.0,1,1.5,3.0,1974.0,8,0,320.0
2,58.81,3,3.0,2.0,1962.0,1,0,441.0
2,50.0,2,2.0,1.0,1912.0,4,0,250.0
2,57.0,2,2.0,2.0,1970.0,7,1,456.0
3,68.0,2,2.5,2.0,1967.0,12,0,750.0
5,104.0,3,3.0,3.0,1972.0,8,1,850.0
3,76.0,4,4.0,2.0,1964.0,8,0,380.0
6,138.0,4,4.0,7.0,2010.0,4,1,1480.0
4,100.0,3,3.5,2.0,1970.0,8,0,770.0
2,58.0,3,3.0,2.0,1964.0,4,0,299.0
2,45.06,2,2.0,2.0,1965.0,11,0,405.54
6,140.0,5,5.0,2.0,1970.0,8,1,1200.0
2,52.9,1,1.0,5.0,1999.0,3,0,498.0
6,125.35,4,4.0,1.0,1930.0,4,1,1379.0
5,116.94,4,4.0,9.0,2016.0,2,0,877.05
4,84.82,3,3.0,1.0,1900.0,4,1,627.0
2,48.5,2,2.0,3.0,1975.0,2,0,252.2
2,58.0,2,2.0,9.0,2016.0,8,1,754.0
3,66.29,1,1.0,3.0,1972.0,1,1,465.0
3,74.48,3,3.0,1.0,1913.0,4,1,570.0
4,95.0,3,3.0,1.0,1920.0,14,1,980.0
6,124.23,3,3.0,9.0,2016.0,16,1,1525.0
5,110.0,4,4.0,4.0,1986.0,13,0,1200.0
3,62.49,3,3.0,4.0,1990.0,4,1,393.69
5,105.0,3,3.0,5.0,1995.0,14,0,1490.0
5,120.0,3,3.0,2.0,1954.0,8,1,1650.0
6,128.0,4,4.0,9.0,2018.0,14,0,1350.0
7,180.0,4,4.0,4.0,1990.0,7,0,985.0
3,70.0,3,3.0,2.0,1965.0,8,1,482.3
3,67.91,4,4.0,2.0,1968.0,3,0,306.0
1,36.58,1,1.0,4.0,1989.0,2,0,205.0
3,63.75,2,2.5,2.0,1963.0,15,1,816.0
4,86.0,2,2.0,5.0,2000.0,8,1,430.0
3,75.0,2,2.0,1.0,1875.0,4,1,750.0
4,100.0,3,3.0,1.0,1900.0,13,1,1050.0
3,72.0,3,3.5,1.0,1920.0,8,1,525.0
2,56.34,2,2.0,2.0,1970.0,7,0,320.0
3,64.0,3,3.5,2.0,1966.0,8,0,360.0
5,108.0,4,4.0,5.0,1996.0,11,0,950.0
2,58.4,2,2.0,1.0,1900.0,4,0,250.0
3,76.8,3,3.5,4.0,1981.0,8,0,476.16
2,56.0,2,2.0,5.0,1996.0,4,1,350.0
6,144.0,4,4.0,9.0,2019.0,14,0,1490.0
5,105.53,4,4.0,9.0,2019.0,8,1,1390.0
6,140.0,3,3.5,9.0,2018.0,12,0,3600.0
1,28.0,1,1.0,5.0,1996.0,3,0,260.0
1,30.0,1,1.0,5.0,1996.0,8,0,330.0
2,60.62,3,3.0,2.0,1960.0,4,1,321.0
5,117.0,3,3.0,1.0,1910.0,7,1,1500.0
1,35.51,1,1.0,2.0,1967.0,7,0,300.0
2,46.85,2,2.0,5.0,1994.0,12,0,600.0
4,85.77,4,4.0,2.0,1970.0,7,0,515.0
1,40.0,1,1.5,1.0,1927.0,8,1,390.0
2,56.87,2,2.0,1.0,1920.0,8,1,313.0
3,72.0,2,2.0,2.0,1970.0,8,1,432.0
4,86.0,2,2.0,1.0,1850.0,7,1,550.0
3,80.0,2,2.0,1.0,1950.0,8,1,560.0
4,90.21,4,4.0,3.0,1979.0,4,1,541.26
2,55.0,2,2.0,9.0,2016.0,3,0,540.0
3,72.0,2,2.0,1.0,1937.0,12,1,695.0
2,60.8,3,3.0,3.0,1974.0,5,0,350.0
3,62.5,3,3.0,2.0,1970.0,4,0,270.0
2,52.0,2,2.0,9.0,2016.0,15,1,1000.0
2,56.57,2,2.0,2.0,1956.0,8,1,283.0
2,47.4,2,2.0,1.0,1900.0,2,0,228.0
5,110.0,3,3.0,2.0,1964.0,8,1,900.0
5,101.25,4,4.0,1.0,1900.0,4,0,660.0
4,98.0,3,3.0,1.0,1888.0,13,1,1000.0
4,91.0,4,4.0,1.0,1930.0,2,0,365.0
7,173.0,4,4.0,8.0,2015.0,7,0,1250.0
6,135.0,3,3.5,9.0,2019.0,14,1,2500.0
2,42.27,2,2.0,2.0,1964.0,2,0,220.0
3,69.0,3,3.0,5.0,1995.0,12,0,600.0
3,69.47,2,2.0,9.0,2018.0,10,0,724.0
3,79.1,3,3.0,8.0,2015.0,9,1,672.0
3,70.0,3,3.0,3.0,1975.0,7,0,370.0
2,41.1,2,2.0,2.0,1969.0,4,0,206.09
3,70.0,2,2.0,1.0,1908.0,8,0,420.0
3,80.8,3,3.0,4.0,1988.0,4,0,405.0
4,97.0,3,3.0,2.0,1960.0,8,0,630.0
5,103.0,4,4.0,1.0,1900.0,1,0,850.0
4,96.0,4,4.0,2.0,1961.0,4,1,672.0
4,94.0,3,3.0,9.0,2019.0,3,0,900.0
3,61.0,3,3.0,4.0,1982.0,4,0,280.0
4,89.6,3,3.0,8.0,2013.0,14,1,1150.0
2,58.27,3,3.0,2.0,1962.0,8,1,335.0
3,69.13,4,4.0,2.0,1961.0,4,0,463.17
2,49.09,2,2.0,2.0,1969.0,4,0,277.36
2,54.0,1,1.0,1.0,1910.0,15,1,749.0
2,46.96,2,2.0,1.0,1930.0,1,0,305.24
2,60.0,3,3.0,1.0,1930.0,4,0,250.0
4,95.0,3,3.5,3.0,1972.0,8,1,680.0
4,97.8,2,2.0,1.0,1890.0,2,1,700.0
3,69.0,3,3.0,2.0,1960.0,10,0,517.0
5,116.18,4,4.0,1.0,1950.0,10,0,750.0
3,63.0,2,2.5,2.0,1965.0,8,0,500.0
3,73.02,3,3.0,5.0,1995.0,7,0,650.0
2,58.65,3,3.0,4.0,1990.0,4,1,294.39
3,63.0,3,3.0,2.0,1958.0,7,1,950.0
3,66.0,2,2.0,1.0,1900.0,12,1,780.0
4,100.07,2,2.0,1.0,1885.0,1,1,675.47
2,60.0,2,2.0,9.0,2018.0,15,1,997.0
1,40.15,2,2.0,2.0,1965.0,2,0,200.75
2,60.19,3,3.0,1.0,1903.0,4,0,362.0
